date,device,power_usage,temperature
2025-09-14,Syska SSK-BLS-9W,0.0001,28.87
2024-07-09,Samsung RT28T,0.0077,32.42
2024-10-14,TP-Link Archer C6,0.0005,25.37
2024-06-11,HP EliteDesk 800,0.0057,29.59
2024-01-25,Panasonic NN-ST34,0.0362,32.1
2025-02-19,LG 24MP60G,0.0007,30.18
2025-08-29,Daikin FTKF 1.5T,0.0474,32.21
2025-12-26,Syska SSK-BLS-9W,0.0005,28.94
2024-05-23,Prestige PKOSS 1.5,0.0241,29.1
2024-12-10,Bosch WAK24168,0.0248,30.28
2024-06-10,Prestige PKOSS 1.5,0.0716,25.39
2025-12-28,Netgear R6120,0.0001,28.44
2024-10-11,Philips HD3119,0.0162,23.97
2025-12-01,Xiaomi MDY-11,0.0005,31.46
2024-06-25,Samsung LF24T350,0.0004,30.79
2025-08-17,LG 24MP60G,0.0016,30.52
2025-11-23,Dell P2422H,0.0013,30.1
2025-02-25,Samsung EP-TA800,0.0004,30.53
2025-09-24,Kirloskar Mega 54S,0.0212,26.11
2024-08-27,CRI MHBS,0.0383,28.12
2025-08-11,Sony Bravia X75,0.0015,32.44
2025-08-06,Samsung RT28T,0.0037,27.45
2024-04-27,Philips HD3119,0.0089,33.56
2025-07-28,Orient Aeroquiet,0.0032,30.0
2024-05-26,Panasonic NN-ST34,0.0124,28.17
2024-04-02,Dell OptiPlex 7090,0.008,31.05
2025-09-11,Syska SSK-BLS-9W,0.0004,24.76
2025-07-19,Kirloskar Mega 54S,0.0289,32.72
2025-04-28,Panasonic SR-WA18,0.0211,30.97
2024-08-01,Daikin FTKF 1.5T,0.0703,28.54
2025-08-15,HP EliteDesk 800,0.0035,22.62
2024-09-03,Samsung RT28T,0.0069,31.71
2025-04-28,Panasonic NN-ST34,0.0529,30.93
2025-10-26,Panasonic F-M12D3,0.0017,35.78
2025-10-06,Usha Striker Galaxy,0.0024,28.41
2025-09-27,Philips HD9306,0.0253,33.98
2025-10-05,HP Pavilion 14,0.0025,29.66
2025-02-13,Syska SSK-BLS-9W,0.0007,32.75
2025-06-09,Samsung RT28T,0.0034,31.7
2025-11-23,Samsung LF24T350,0.0007,31.59
2025-02-24,HP Pavilion 14,0.0034,25.83
2024-11-28,Syska SSK-BLS-9W,0.0001,33.72
2025-12-12,Philips HD9306,0.0537,32.12
2024-01-09,Philips HD9306,0.0233,28.04
2025-12-31,LG 43LM5650,0.0034,31.62
2024-05-06,Orient Winter HC,0.0693,31.51
2024-04-23,LG 24MP60G,0.0019,28.06
2024-04-21,Panasonic SR-WA18,0.0177,31.44
2024-10-26,LG KS-Q18,0.0504,30.28
2024-03-25,Whirlpool IF INV 278,0.0026,32.39
2024-09-02,Samsung MS23F301,0.0473,30.84
2024-10-24,LG FHM1207,0.0304,29.02
2025-11-08,Panasonic SR-WA18,0.0168,31.82
2025-05-26,TP-Link Archer C6,0.0004,31.42
2024-04-28,Orient Winter HC,0.049,24.95
2025-02-08,Havells Leganza,0.001,32.46
2025-12-22,Bosch WAK24168,0.0076,28.64
2024-01-27,Usha Striker Galaxy,0.0046,33.04
2025-04-13,LG GL-T302,0.0082,23.72
2024-12-17,Havells Stealth Air,0.0012,30.35
2025-01-14,Dell OptiPlex 7090,0.008,25.8
2025-07-19,Bajaj Majesty RX14,0.0816,22.9
2025-12-14,Samsung WA65A4002,0.0196,30.52
2025-08-19,Samsung EP-TA800,0.0001,32.41
2024-02-15,Bajaj Majesty RX14,0.0338,31.48
2025-08-31,Netgear R6120,0.0004,34.12
2025-10-03,Usha Striker Galaxy,0.0055,33.36
2024-08-14,Sony Bravia X75,0.0021,28.08
2025-12-03,Panasonic SR-WA18,0.0339,36.07
2024-07-01,Samsung RT28T,0.0024,29.72
2024-09-22,Panasonic F-M12D3,0.0019,30.53
2024-11-29,Samsung WA65A4002,0.0049,30.21
2025-12-04,Kirloskar Mega 54S,0.023,28.1
2024-03-19,Philips GC1905,0.0622,20.59
2024-10-11,Bajaj MX3,0.0713,29.79
2024-01-22,LG FHM1207,0.0077,28.55
2025-09-08,Samsung MS23F301,0.0442,33.51
2024-11-19,Dell P2422H,0.0017,33.86
2024-03-06,Whirlpool IF INV 278,0.0024,29.98
2024-01-22,Usha Striker Galaxy,0.0029,29.43
2025-06-19,Dell P2422H,0.0003,31.95
2025-02-19,Panasonic F-M12D3,0.0019,24.39
2024-03-25,Bajaj MX3,0.0358,25.29
2024-10-07,Dell Inspiron 3520,0.0016,29.75
2025-12-23,Samsung WA65A4002,0.0274,30.91
2024-08-10,Usha Striker Galaxy,0.001,26.29
2025-11-15,Usha Mist Air IC,0.0019,26.02
2025-03-26,HP EliteDesk 800,0.0031,36.9
2024-05-06,Bajaj MX3,0.0639,32.64
2026-01-01,Samsung EP-TA800,0.0005,28.56
2024-08-11,Kirloskar Mega 54S,0.0251,31.0
2025-02-11,Samsung WA65A4002,0.0207,32.89
2025-11-01,CRI MHBS,0.041,29.3
2025-11-09,Dell OptiPlex 7090,0.0071,30.13
2025-12-26,Syska SSK-BLS-9W,0.0002,31.98
2024-11-30,Bosch WAK24168,0.0284,33.14
2024-04-27,CRI MHBS,0.019,27.63
2025-11-06,Prestige PKOSS 1.5,0.0625,25.1
2025-01-24,Philips Ace Saver,0.0002,27.65
2024-06-14,Daikin FTKF 1.5T,0.0912,27.68
2025-01-26,Samsung LF24T350,0.0004,30.33
2025-12-04,Usha Mist Air IC,0.0025,29.9
2025-01-04,Philips HD9306,0.0269,27.35
2024-10-01,Dell OptiPlex 7090,0.0089,28.59
2024-06-03,CRI MHBS,0.048,31.31
2025-04-14,Lenovo IdeaPad 3,0.0022,31.88
2024-12-13,Panasonic NN-ST34,0.0207,24.05
2025-08-24,Dell OptiPlex 7090,0.0077,31.35
2025-09-22,Xiaomi MDY-11,0.0003,34.37
2024-05-07,Xiaomi MDY-11,0.0004,31.57
2024-05-05,Sony Bravia X75,0.0088,29.24
2025-11-06,LG KS-Q18,0.0457,23.43
2024-11-24,Panasonic F-M12D3,0.0031,28.78
2025-07-15,Panasonic SR-WA18,0.007,29.39
2025-08-23,Panasonic NN-ST34,0.0216,29.74
2024-01-21,Kirloskar Mega 54S,0.0143,26.13
2024-05-12,TP-Link Archer C6,0.0003,27.95
2025-04-25,Panasonic SR-WA18,0.037,29.0
2024-06-06,Usha Striker Galaxy,0.0048,28.43
2024-04-23,Kirloskar Mega 54S,0.0334,26.78
2025-01-07,Panasonic NN-ST34,0.0131,31.66
2025-06-12,Kirloskar Mega 54S,0.0169,31.39
2025-06-04,Orient Aeroquiet,0.004,29.08
2025-05-21,Samsung MS23F301,0.054,31.83
2024-01-18,Lenovo IdeaPad 3,0.0029,32.66
2024-09-02,Daikin FTKF 1.5T,0.0301,28.82
2025-08-03,Daikin FTKF 1.5T,0.0312,29.55
2025-12-09,Havells Stealth Air,0.0032,30.96
2025-01-08,Philips HD9306,0.0354,24.03
2024-10-21,LG 43LM5650,0.0027,22.16
2025-02-04,Whirlpool IF INV 278,0.005,26.43
2025-12-04,Xiaomi MDY-11,0.0003,31.86
2024-10-28,Syska SSK-BLS-9W,0.0006,33.49
2024-11-12,HP EliteDesk 800,0.0039,33.67
2024-08-20,Panasonic NN-ST34,0.0468,31.42
2024-03-19,Dell OptiPlex 7090,0.0082,33.12
2025-12-04,LG 43LM5650,0.0026,31.15
2024-10-23,CRI MHBS,0.0415,31.05
2025-04-10,Philips HD3119,0.0126,28.65
2025-10-25,Samsung EP-TA800,0.0004,32.42
2025-05-31,LG GL-T302,0.0084,28.62
2024-05-15,LG 24MP60G,0.0012,29.69
2025-08-30,Lenovo IdeaPad 3,0.0042,32.28
2024-10-26,Dell P2422H,0.0018,30.89
2024-11-16,Samsung MS23F301,0.0438,33.4
2025-06-03,Samsung MS23F301,0.0894,33.86
2024-08-03,Daikin FTKF 1.5T,0.0891,24.41
2025-09-06,LG 43LM5650,0.0012,34.01
2025-08-23,Prestige PKOSS 1.5,0.0599,28.44
2024-02-14,CRI MHBS,0.0254,24.48
2025-07-25,Samsung EP-TA800,0.0005,28.24
2025-12-21,LG GL-T302,0.0017,33.43
2025-01-31,Netgear R6120,0.0002,32.0
2024-07-19,Panasonic F-M12D3,0.0013,23.72
2025-03-04,Bajaj Majesty RX14,0.0242,30.15
2024-10-27,TP-Link Archer C6,0.0002,30.27
2025-06-27,Prestige PKOSS 1.5,0.0293,30.46
2024-04-13,Dell Inspiron 3520,0.0017,25.8
2024-06-01,Havells Stealth Air,0.0026,29.38
2024-02-02,Lenovo ThinkCentre M70,0.0041,31.76
2025-05-28,Bosch WAK24168,0.0068,27.92
2025-09-29,Lenovo ThinkCentre M70,0.0025,26.28
2025-07-15,Dell P2422H,0.001,27.27
2024-06-01,Syska SSK-BLS-9W,0.0002,30.14
2024-10-09,Sony Bravia X75,0.0047,34.67
2025-07-18,Lenovo ThinkCentre M70,0.0048,34.2
2025-08-17,Panasonic SR-WA18,0.0106,33.17
2025-10-24,LG GL-T302,0.0128,27.42
2024-11-28,Havells Leganza,0.0041,23.8
2025-10-31,TP-Link Archer C6,0.0006,31.61
2025-01-14,LG GL-T302,0.0088,33.79
2024-03-19,LG KS-Q18,0.0366,23.37
2025-01-18,Syska SSK-BLS-9W,0.0002,33.17
2025-12-02,Whirlpool IF INV 278,0.0021,30.97
2024-04-08,Bosch WAK24168,0.0144,32.59
2025-07-06,Samsung RT28T,0.0033,29.26
2024-05-04,Xiaomi MDY-11,0.0001,31.87
2025-11-16,Philips HD3119,0.0068,32.04
2025-03-08,LG 43LM5650,0.0084,33.71
2024-08-23,Dell Inspiron 3520,0.0009,28.93
2024-08-19,Philips GC1905,0.0439,34.31
2025-12-10,Samsung MS23F301,0.0493,28.29
2025-12-17,Dell P2422H,0.002,31.88
2024-05-31,Panasonic F-M12D3,0.0029,31.67
2025-01-28,LG GL-T302,0.0108,33.35
2025-10-29,HP EliteDesk 800,0.007,25.83
2024-10-15,Samsung RT28T,0.0034,32.54
2025-01-01,Samsung WA65A4002,0.0064,30.21
2025-04-09,Lenovo ThinkCentre M70,0.0089,31.89
2024-04-13,Daikin FTKF 1.5T,0.0413,30.17
2024-01-25,ASUS VivoBook 15,0.003,29.3
2024-10-17,Netgear R6120,0.0002,35.06
2025-08-18,Samsung WA65A4002,0.0251,27.97
2025-01-21,LG 24MP60G,0.0009,31.77
2024-05-11,Havells Leganza,0.0024,31.74
2025-04-28,Orient Aeroquiet,0.0026,34.78
2025-06-01,LG FHM1207,0.0092,30.94
2025-12-18,Samsung RT28T,0.0032,26.65
2025-08-07,HP EliteDesk 800,0.0102,31.45
2024-09-27,Panasonic NN-ST34,0.0247,36.99
2025-08-05,Philips HD3119,0.0254,28.22
2025-08-10,Samsung EP-TA800,0.0001,27.78
2024-12-08,Daikin FTKF 1.5T,0.0555,32.04
2024-12-02,Prestige PKOSS 1.5,0.0625,34.18
2025-03-20,Philips GC1905,0.0576,30.05
2024-12-10,Samsung WA65A4002,0.0075,31.15
2025-02-24,HP EliteDesk 800,0.0028,28.75
2024-08-14,Philips HD3119,0.0077,34.91
2025-06-13,Sony Bravia X75,0.0049,31.54
2024-02-07,Bajaj MX3,0.0359,32.77
2025-02-18,Kirloskar Mega 54S,0.0195,28.05
2024-08-25,Xiaomi MDY-11,0.0001,31.06
2024-07-10,Daikin FTKF 1.5T,0.0997,25.8
2025-09-07,Panasonic F-M12D3,0.0036,33.06
2025-05-29,Orient Winter HC,0.1086,25.99
2024-04-23,Havells Stealth Air,0.0018,30.48
2024-12-23,Orient Aeroquiet,0.0011,26.86
2025-01-23,LG 43LM5650,0.0059,34.52
2025-03-15,Bajaj Majesty RX14,0.0379,33.69
2024-02-14,Bajaj Majesty RX14,0.0766,27.32
2025-05-27,Bajaj MX3,0.0638,26.66
2024-06-25,LG 43LM5650,0.006,30.25
2024-09-08,LG GL-T302,0.0051,31.09
2024-06-09,Kirloskar Mega 54S,0.0122,34.57
2025-03-12,Kirloskar Mega 54S,0.0138,29.12
2024-01-11,Panasonic NN-ST34,0.0561,26.98
2024-08-19,Bajaj MX3,0.0396,29.03
2025-10-07,Syska SSK-BLS-9W,0.0001,30.11
2024-06-12,Panasonic F-M12D3,0.0013,28.73
2025-05-09,Daikin FTKF 1.5T,0.0365,31.56
2024-07-05,Lenovo IdeaPad 3,0.0012,31.63
2025-06-13,Orient Aeroquiet,0.0022,33.11
2025-09-30,Bajaj MX3,0.0507,29.4
2024-06-16,Philips HD9306,0.048,29.66
2025-07-30,Philips HD3119,0.0141,24.65
2024-11-18,Panasonic NN-ST34,0.0493,29.55
2024-09-22,Panasonic NN-ST34,0.0323,33.73
2025-07-22,Kirloskar Mega 54S,0.0167,29.03
2024-06-19,Philips HD9306,0.0638,33.3
2024-12-27,Samsung LF24T350,0.0012,31.9
2024-07-30,Orient Winter HC,0.1099,32.16
2025-09-30,Orient Aeroquiet,0.0023,36.3
2025-06-08,LG 24MP60G,0.0005,29.57
2024-08-30,Usha Striker Galaxy,0.0046,31.92
2025-04-06,LG FHM1207,0.0231,32.18
2024-05-01,Usha Mist Air IC,0.0023,25.46
2024-04-01,Panasonic SR-WA18,0.0212,30.89
2025-11-19,Dell Inspiron 3520,0.0005,29.32
2024-02-19,Samsung EP-TA800,0.0003,25.81
2025-02-20,Philips GC1905,0.0723,33.04
2024-07-20,Lenovo ThinkCentre M70,0.0086,29.05
2025-12-24,Usha Mist Air IC,0.0032,32.38
2025-06-15,Dell OptiPlex 7090,0.0089,33.48
2024-03-17,Philips Ace Saver,0.0006,32.46
2024-11-15,Whirlpool IF INV 278,0.007,29.49
2025-04-08,Netgear R6120,0.0005,27.8
2025-06-17,Dell OptiPlex 7090,0.0072,27.38
2024-03-25,Bajaj Majesty RX14,0.0975,26.64
2025-07-03,Dell P2422H,0.0013,34.26
2025-07-25,Panasonic NN-ST34,0.0596,26.79
2024-12-07,Kirloskar Mega 54S,0.0236,33.54
2024-04-27,Orient Apex,0.0008,36.21
2024-12-20,Philips HD9306,0.022,28.89
2025-03-25,Philips GC1905,0.0418,29.25
2025-11-25,LG GL-T302,0.0031,29.62
2024-10-17,Lenovo ThinkCentre M70,0.0076,30.18
2024-07-22,Philips Ace Saver,0.0005,32.95
2025-05-01,Dell Inspiron 3520,0.0028,30.09
2025-03-06,Bajaj MX3,0.0679,30.13
2024-07-26,Whirlpool IF INV 278,0.0061,26.81
2024-02-01,Orient Aeroquiet,0.0029,31.17
2025-04-10,TP-Link Archer C6,0.0006,26.85
2025-08-18,Xiaomi MDY-11,0.0006,27.21
2025-12-30,Panasonic NN-ST34,0.0234,27.78
2025-10-07,LG 43LM5650,0.0041,35.52
2025-04-16,Bosch WAK24168,0.004,24.81
2024-12-09,Syska SSK-BLS-9W,0.0001,31.74
2024-07-02,Samsung WA65A4002,0.0115,29.28
2024-05-24,HP EliteDesk 800,0.0032,24.95
2025-08-23,Dell Inspiron 3520,0.0026,20.33
2024-08-24,Whirlpool IF INV 278,0.0052,22.33
2024-12-13,Daikin FTKF 1.5T,0.1236,30.85
2025-07-21,Dell P2422H,0.001,34.56
2025-07-15,Havells Leganza,0.0025,31.36
2024-03-13,LG 43LM5650,0.002,37.25
2024-06-02,Xiaomi MDY-11,0.0004,29.28
2025-02-09,Philips HD3119,0.0424,30.72
2025-06-03,Samsung RT28T,0.0082,27.26
2025-10-22,Orient Winter HC,0.1055,32.35
2025-03-18,Samsung MS23F301,0.0207,25.8
2024-09-22,Orient Winter HC,0.0525,28.97
2025-04-26,TP-Link Archer C6,0.0001,29.6
2024-04-07,Bajaj MX3,0.0543,26.59
2025-05-20,Samsung EP-TA800,0.0004,33.92
2025-01-10,TP-Link Archer C6,0.0003,31.64
2025-04-12,Samsung LF24T350,0.0015,27.43
2025-07-27,Panasonic NN-ST34,0.0573,30.72
2024-11-18,Panasonic NN-ST34,0.0224,32.19
2025-12-18,Panasonic NN-ST34,0.0145,32.23
2025-12-13,LG 43LM5650,0.0075,28.98
2025-08-08,Bosch WAK24168,0.0101,25.17
2025-09-29,Philips GC1905,0.0591,26.16
2025-03-11,Panasonic SR-WA18,0.0183,30.28
2024-04-15,Dell Inspiron 3520,0.001,26.52
2024-12-12,Lenovo ThinkCentre M70,0.0049,31.4
2024-12-07,LG FHM1207,0.0135,26.97
2024-02-10,Dell P2422H,0.0007,29.47
2024-08-02,Sony Bravia X75,0.0034,29.54
2024-07-19,Havells Stealth Air,0.0033,33.04
2024-05-22,Daikin FTKF 1.5T,0.0552,30.09
2024-08-31,Samsung WA65A4002,0.004,27.99
2024-09-16,Bosch WAK24168,0.0314,27.82
2024-05-18,TP-Link Archer C6,0.0003,25.01
2024-07-14,Philips GC1905,0.0341,32.18
2024-03-02,Kirloskar Mega 54S,0.0247,28.03
2025-02-13,HP EliteDesk 800,0.0095,35.18
2024-04-18,Kirloskar Mega 54S,0.0119,34.3
2024-12-23,Panasonic F-M12D3,0.0019,26.26
2025-02-13,Samsung EP-TA800,0.0006,30.06
2025-05-06,Samsung LF24T350,0.0014,34.07
2025-06-02,Daikin FTKF 1.5T,0.0728,29.47
2026-01-02,Philips HD3119,0.0256,30.72
2024-04-18,Bajaj MX3,0.0137,30.6
2025-10-10,Kirloskar Mega 54S,0.0313,28.63
2024-06-19,Philips HD9306,0.0303,31.01
2025-10-08,Dell Inspiron 3520,0.0029,29.67
2025-09-14,LG FHM1207,0.0347,31.87
2025-09-16,Samsung EP-TA800,0.0001,24.54
2024-04-16,Philips GC1905,0.0723,34.58
2025-03-12,Havells Stealth Air,0.0007,30.18
2025-06-16,Prestige PKOSS 1.5,0.0361,33.35
2024-10-16,Xiaomi MDY-11,0.0001,29.49
2024-11-03,Panasonic SR-WA18,0.0087,33.18
2024-10-14,Panasonic SR-WA18,0.0089,27.75
2025-04-30,Havells Leganza,0.0022,28.78
2025-04-19,Xiaomi MDY-11,0.0003,29.5
2025-04-06,Kirloskar Mega 54S,0.0181,28.83
2025-03-22,Philips GC1905,0.0375,32.97
2025-08-10,Lenovo IdeaPad 3,0.002,26.93
2024-09-20,Xiaomi MDY-11,0.0004,29.63
2025-01-27,Dell P2422H,0.0011,34.41
2024-02-12,Panasonic NN-ST34,0.0509,29.97
2025-03-21,Sony Bravia X75,0.0061,26.86
2026-01-03,Panasonic SR-WA18,0.0172,29.17
2024-10-09,CRI MHBS,0.0095,29.9
2025-08-13,LG 24MP60G,0.001,30.55
2024-03-24,LG FHM1207,0.0188,33.7
2024-06-19,Panasonic F-M12D3,0.0027,27.99
2025-05-16,Samsung RT28T,0.0039,34.68
2025-12-25,LG 24MP60G,0.0008,31.56
2025-07-26,HP Pavilion 14,0.0014,32.07
2024-03-25,LG KS-Q18,0.0256,31.81
2024-01-23,Bajaj Majesty RX14,0.1142,38.02
2024-03-18,Netgear R6120,0.0005,31.58
2024-03-11,Bosch WAK24168,0.0156,35.51
2024-01-26,CRI MHBS,0.017,29.62
2024-02-05,Sony Bravia X75,0.0032,23.95
2024-11-28,LG FHM1207,0.0184,30.07
2024-10-01,LG 24MP60G,0.002,30.22
2024-06-06,Samsung WA65A4002,0.0099,25.67
2024-03-13,Havells Stealth Air,0.0014,26.67
2025-06-04,Xiaomi MDY-11,0.0003,27.56
2025-05-22,Sony Bravia X75,0.0072,32.21
2025-07-15,Philips HD3119,0.0177,29.85
2025-03-23,Sony Bravia X75,0.0022,25.77
2025-09-28,Philips HD9306,0.0713,28.56
2025-02-14,Philips Ace Saver,0.0003,26.97
2024-11-13,ASUS VivoBook 15,0.0035,32.28
2025-08-06,Usha Striker Galaxy,0.0012,22.93
2024-02-15,Havells Stealth Air,0.0022,28.7
2025-07-30,Samsung LF24T350,0.0026,30.41
2024-11-28,Philips Ace Saver,0.0001,30.37
2024-05-19,Xiaomi MDY-11,0.0002,34.52
2025-08-29,Syska SSK-BLS-9W,0.0004,28.87
2025-01-20,Lenovo ThinkCentre M70,0.0093,31.41
2025-11-06,Netgear R6120,0.0007,32.24
2025-12-16,Lenovo ThinkCentre M70,0.0058,29.43
2025-09-24,Syska SSK-BLS-9W,0.0003,26.8
2025-04-03,Orient Apex,0.0028,30.08
2025-01-05,ASUS VivoBook 15,0.0015,35.36
2024-09-17,Syska SSK-BLS-9W,0.0002,22.83
2024-10-07,Samsung EP-TA800,0.0003,31.57
2025-06-22,Samsung MS23F301,0.0418,29.68
2024-12-27,Samsung MS23F301,0.0117,34.0
2025-06-06,CRI MHBS,0.0381,32.21
2025-07-12,LG KS-Q18,0.0713,29.64
2024-11-10,Samsung MS23F301,0.0388,24.77
2025-11-19,LG GL-T302,0.0122,25.46
2024-05-10,Philips HD3119,0.0297,26.65
2024-04-04,TP-Link Archer C6,0.0003,33.51
2024-06-29,Sony Bravia X75,0.0025,30.95
2025-05-28,LG FHM1207,0.0172,32.71
2024-06-06,HP Pavilion 14,0.0021,29.16
2025-07-28,LG FHM1207,0.0159,33.6
2024-09-23,Lenovo IdeaPad 3,0.002,26.89
2025-08-01,Usha Mist Air IC,0.0006,25.76
2025-03-02,Daikin FTKF 1.5T,0.0135,29.6
2024-07-06,Usha Striker Galaxy,0.0027,27.32
2024-12-17,Samsung LF24T350,0.0015,34.57
2025-05-02,Philips HD3119,0.0268,27.13
2024-06-02,Philips HD9306,0.0699,28.09
2024-03-07,LG KS-Q18,0.0854,31.81
2025-06-18,Usha Mist Air IC,0.0044,25.18
2025-05-16,CRI MHBS,0.0399,28.89
2025-01-06,CRI MHBS,0.0418,32.44
2025-11-26,Philips Ace Saver,0.0005,29.49
2025-07-02,LG 24MP60G,0.0011,28.79
2024-10-24,Bosch WAK24168,0.0091,33.31
2025-11-09,CRI MHBS,0.0196,30.93
2024-10-29,Usha Mist Air IC,0.0023,27.78
2025-05-21,Panasonic SR-WA18,0.0079,29.77
2024-11-09,Dell OptiPlex 7090,0.015,24.32
2025-04-09,Panasonic NN-ST34,0.0234,27.25
2025-02-03,Havells Stealth Air,0.0048,29.1
2025-01-06,Samsung UA43T5400,0.0097,32.13
2025-10-20,Samsung EP-TA800,0.0003,33.9
2025-12-06,Usha Mist Air IC,0.002,29.39
2024-10-21,Orient Winter HC,0.0582,32.87
2025-12-15,Samsung LF24T350,0.0015,31.38
2025-03-04,Samsung LF24T350,0.0013,33.62
2025-07-13,Samsung UA43T5400,0.0065,29.9
2024-12-15,Netgear R6120,0.0004,30.57
2024-05-07,Lenovo ThinkCentre M70,0.0105,27.37
2025-08-28,TP-Link Archer C6,0.0003,24.24
2025-01-23,Usha Striker Galaxy,0.0027,29.06
2024-04-13,Samsung WA65A4002,0.0206,26.71
2026-01-04,Philips Ace Saver,0.0006,33.86
2025-09-06,Philips GC1905,0.0463,25.31
2025-02-19,Havells Leganza,0.0029,27.12
2024-06-08,LG GL-T302,0.007,30.38
2024-08-12,Dell OptiPlex 7090,0.01,33.27
2025-01-28,Prestige PKOSS 1.5,0.0906,32.84
2025-09-20,LG 43LM5650,0.0059,28.83
2024-08-05,TP-Link Archer C6,0.0003,34.0
2025-06-27,Netgear R6120,0.0002,23.67
2024-10-23,Samsung RT28T,0.0062,28.0
2025-08-15,Orient Aeroquiet,0.0026,31.02
2025-04-26,Prestige PKOSS 1.5,0.0789,27.04
2025-12-14,Lenovo IdeaPad 3,0.0026,26.4
2025-04-23,Philips HD9306,0.0646,30.75
2025-02-14,Samsung EP-TA800,0.0007,32.6
2024-08-15,Philips HD3119,0.0263,33.18
2024-11-23,Panasonic NN-ST34,0.025,26.44
2025-07-04,Orient Apex,0.0019,30.92
2024-02-23,Bajaj Majesty RX14,0.0677,36.98
2025-05-20,Bosch WAK24168,0.006,26.2
2025-12-12,Philips HD3119,0.0166,28.92
2024-10-16,Lenovo IdeaPad 3,0.0007,35.24
2024-11-17,Bajaj MX3,0.0748,33.47
2025-05-02,CRI MHBS,0.0117,34.26
2025-03-31,Orient Aeroquiet,0.0009,30.4
2024-02-02,Samsung MS23F301,0.0351,26.68
2024-12-16,Netgear R6120,0.0006,28.68
2024-02-20,Whirlpool IF INV 278,0.0092,25.85
2025-07-14,Prestige PKOSS 1.5,0.0764,28.49
2024-05-13,Prestige PKOSS 1.5,0.0152,32.25
2025-06-05,Syska SSK-BLS-9W,0.0002,30.49
2025-03-09,Prestige PKOSS 1.5,0.0424,30.18
2024-10-09,Dell OptiPlex 7090,0.0138,30.52
2024-07-19,Bosch WAK24168,0.0242,26.26
2025-03-29,Samsung WA65A4002,0.0173,29.96
2024-05-19,LG FHM1207,0.0155,30.27
2025-09-15,Orient Apex,0.0021,28.41
2024-11-07,Usha Striker Galaxy,0.0008,28.08
2025-07-01,TP-Link Archer C6,0.0003,30.17
2025-09-10,TP-Link Archer C6,0.0005,31.62
2025-07-25,Whirlpool IF INV 278,0.008,31.88
2025-07-27,Samsung RT28T,0.0062,27.67
2025-03-03,Xiaomi MDY-11,0.0002,32.23
2024-01-09,LG 24MP60G,0.0007,29.28
2025-04-18,Philips Ace Saver,0.0002,34.98
2025-03-12,Daikin FTKF 1.5T,0.0798,29.94
2024-02-10,LG FHM1207,0.0166,28.1
2024-08-04,Philips HD9306,0.0623,23.77
2025-04-28,Syska SSK-BLS-9W,0.0002,31.7
2024-06-19,Bajaj Majesty RX14,0.076,29.97
2025-08-24,Lenovo IdeaPad 3,0.0018,29.78
2024-07-03,Bajaj MX3,0.0628,28.92
2024-06-29,LG 24MP60G,0.0018,28.24
2025-03-16,Whirlpool IF INV 278,0.0092,27.91
2025-03-11,Samsung EP-TA800,0.0002,29.7
2025-09-29,Samsung RT28T,0.009,30.14
2024-10-31,Syska SSK-BLS-9W,0.0002,32.65
2024-09-14,Lenovo IdeaPad 3,0.0028,24.45
2024-05-31,Philips Ace Saver,0.0001,33.77
2025-07-30,Panasonic NN-ST34,0.0528,30.04
2025-03-15,Bajaj Majesty RX14,0.0578,26.11
2024-05-08,Orient Winter HC,0.0517,31.49
2025-10-31,LG FHM1207,0.0235,26.7
2024-02-01,LG KS-Q18,0.0314,30.94
2025-09-07,Lenovo IdeaPad 3,0.0025,26.91
2025-03-01,Samsung UA43T5400,0.0026,28.39
2024-02-11,Samsung RT28T,0.0053,28.12
2024-03-01,Usha Mist Air IC,0.0019,29.22
2025-07-05,Syska SSK-BLS-9W,0.0003,32.76
2025-01-08,LG 24MP60G,0.0009,31.35
2025-10-25,CRI MHBS,0.0257,30.07
2024-04-19,Orient Aeroquiet,0.0015,26.09
2024-08-05,Syska SSK-BLS-9W,0.0004,29.77
2024-09-21,Syska SSK-BLS-9W,0.0001,27.84
2024-02-16,Xiaomi MDY-11,0.0003,28.79
2024-11-30,Panasonic SR-WA18,0.0094,30.74
2024-12-08,LG 43LM5650,0.0023,30.57
2025-04-27,Usha Striker Galaxy,0.0042,31.43
2025-10-05,Bajaj MX3,0.0311,31.0
2024-11-11,LG FHM1207,0.0199,29.54
2024-08-05,Samsung RT28T,0.0028,35.03
2025-08-29,Dell Inspiron 3520,0.0039,32.27
2024-08-16,Prestige PKOSS 1.5,0.0166,29.83
2024-02-07,Bajaj Majesty RX14,0.064,29.27
2025-05-19,Philips HD9306,0.0709,30.58
2025-01-18,TP-Link Archer C6,0.0004,29.13
2025-01-14,Xiaomi MDY-11,0.0007,28.85
2025-08-01,Samsung EP-TA800,0.0001,29.72
2025-12-27,Philips HD3119,0.0237,33.63
2024-11-18,Xiaomi MDY-11,0.0007,32.04
2025-08-19,Netgear R6120,0.0005,26.58
2025-08-15,Syska SSK-BLS-9W,0.0006,31.54
2024-06-12,Lenovo IdeaPad 3,0.0027,24.62
2025-10-21,Philips HD9306,0.0693,25.76
2024-12-02,TP-Link Archer C6,0.0007,36.17
2025-06-04,Usha Mist Air IC,0.0025,26.03
2024-05-19,Philips HD3119,0.0191,31.28
2024-01-13,CRI MHBS,0.0439,30.78
